Report_Data_Extracted,PHU_Num,PHU,LTC_Home,LTCH_Num,City,Beds,Total_LTC_Resident_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Cases
2020-04-26,2253,Peel,Camilla Care Community,2472,Mississauga,236,114,7,29
2020-04-26,2234,Haldimand-Norfolk,Caressant Care Courtland,2826,Courtland,55,0,0,<5
2020-04-26,2266,Wellington-Dufferin-Guelph,Caressant Care Fergus Nursing Home,2603,Fergus,87,<5,0,0
2020-04-26,4913,South West,Caressant Care on Bonnie Place,2730,St Thomas,116,0,0,<5
2020-04-26,2251,Ottawa,Carlingview Manor,2420,Ottawa,303,32,<5,5
2020-04-26,3895,Toronto,Castleview Wychwood Towers,M510,Toronto,456,0,0,<5
2020-04-26,3895,Toronto,Cedarvale Terrace,2591,Toronto,218,0,0,<5
2020-04-26,2258,Eastern Ontario,Centre d'Accueil Roger Seguin,2988,Clarence Creek,113,0,0,<5
2020-04-26,2270,York Region,Chartwell Aurora Long Term Care Residence,2630,Aurora,235,25,<5,<5
2020-04-26,2230,Durham,Chartwell Ballycliffe Long Term Care Residence,2658,Ajax,100,50,19,27
2020-04-26,3895,Toronto,Chartwell Gibson Long Term Care Residence,2556,North York,202,30,8,6
2020-04-26,2270,York Region,Chartwell Pine Grove Long Term Care Residence,2808,Woodbridge,96,0,0,<5
2020-04-26,2236,Halton,Chartwell Waterford Long Term Care Residence,2908,Oakville,168,0,0,<5
2020-04-26,3895,Toronto,Chartwell Westbury Long Term Care Residence,2943,Etobicoke,187,48,12,19
2020-04-26,3895,Toronto,Chartwell White Eagle Long Term Care Residence,2583,Toronto,56,18,11,8
2020-04-26,2270,York Region,Chartwell Woodhaven Long Term Care Residence,2888,Markham,192,0,0,0
2020-04-26,2253,Peel,Cooksville Care Centre,2124,Mississauga,192,16,0,5
2020-04-26,3895,Toronto,Copernicus Lodge,2937,Toronto,228,0,0,<5
2020-04-26,2268,Windsor-Essex,Country Village Homes - Woodslee,2576,Woodslee,104,28,16,11
2020-04-26,3895,Toronto,Craiglee Nursing Home,2503,Scarborough,169,<5,0,<5
2020-04-26,3895,Toronto,Dom Lipa,2794,Etobicoke,66,<5,0,0
2020-04-26,3895,Toronto,Downsview Long Term Care Centre,1041,North York,252,42,<5,9
2020-04-26,2266,Wellington-Dufferin-Guelph,Dufferin Oaks,M516,Shelburne,160,<5,<5,5
2020-04-26,2237,Hamilton,Dundurn Place Care Centre,2739,Hamilton,201,<5,0,0
2020-04-26,2270,York Region,Eagle Terrace,2240,Newmarket,70,<5,<5,0
2020-04-26,2244,Middlesex-London,Earls Court Village,3047,London,128,<5,<5,7
2020-04-26,3895,Toronto,Eatonville Care Centre,2468,Etobicoke,247,143,37,66
2020-04-26,2251,Ottawa,Élisabeth-Bruyère Residence,2759,Ottawa,71,0,0,<5
2020-04-26,3895,Toronto,Elm Grove Living Centre,2515,Toronto,126,29,12,44
2020-04-26,2244,Middlesex-London,Elmwood Place,2662,London,90,<5,0,0
2020-04-26,2253,Peel,Erin Mills Lodge Nursing Home,2736,Mississauga,86,<5,<5,6
2020-04-26,3895,Toronto,Extendicare Bayview,2460,North York,205,62,7,10
2020-04-26,2253,Peel,Extendicare Brampton,2847,Brampton,150,6,0,<5
2020-04-26,3895,Toronto,Extendicare Guildwood,2164,Scarborough,169,<5,0,0
2020-04-26,2251,Ottawa,Extendicare Laurier Manor,2665,Gloucester,242,36,<5,16
2020-04-26,3895,Toronto,Extendicare Rouge Valley,2883,Toronto,192,0,0,<5
2020-04-26,3895,Toronto,Extendicare Scarborough,2117,Scarborough,154,0,0,<5
2020-04-26,2251,Ottawa,Extendicare Starwood,2485,Nepean,192,0,0,<5
2020-04-26,2230,Durham,Fairview Lodge,M522,Whitby,198,0,0,0
2020-04-26,2265,Waterloo,Forest Heights,2707,Kitchener,240,115,24,47
2020-04-26,2268,Windsor-Essex,Franklin Gardens Long Term Care Home,2602,Leamington,120,<5,0,<5
2020-04-26,2251,Ottawa,Garry J. Armstrong Home,M622,Ottawa,180,0,0,<5
2020-04-26,2233,Grey-Bruce,Gateway Haven Long Term Care Home,M526,Wiarton,100,0,0,<5
2020-04-26,2253,Peel,Grace Manor,2942,Brampton,120,49,<5,21
2020-04-26,5183,Huron Perth,Greenwood Court,3023,Stratford,45,<5,<5,7
2020-04-26,2236,Halton,Hampton Terrace Care Centre,2846,Burlington,101,0,0,<5
2020-04-26,3895,Toronto,Harold and Grace Baker Centre,2732,Toronto,120,40,10,19
2020-04-26,2238,Hastings Prince Edward,Hastings Manor Home for the Aged,M538,Belleville,253,10,0,<5
2020-04-26,3895,Toronto,Hawthorne Place Care Centre,2586,North York,269,5,0,7
2020-04-26,3895,Toronto,Hellenic Home - Scarborough,2941,Scarborough,128,36,7,17
2020-04-26,2244,Middlesex-London,Henley Place,3045,London,192,<5,0,0
2020-04-26,2237,Hamilton,Heritage Green Nursing Home,2776,Stoney Creek,167,9,<5,<5
2020-04-26,2268,Windsor-Essex,Heron Terrace Long Term Care Community,2898,Windsor,140,39,<5,15
2020-04-26,2230,Durham,Hillsdale Terraces,M630,Oshawa,200,29,13,13
2020-04-26,3895,Toronto,Humber Valley Terrace,2716,Etobicoke (Rexdale),158,6,0,0
2020-04-26,3895,Toronto,Ina Grafton Gage Home,3034,Scarborough,128,26,6,19
2020-04-26,2260,Simcoe-Muskoka,IOOF Seniors Home,2993,Barrie,182,0,0,<5
2020-04-26,3895,Toronto,Isabel and Arthur Meighen Manor,3031,Toronto,168,84,22,26
2020-04-26,2244,Middlesex-London,Kensington Village,2729,London,78,<5,<5,<5
2020-04-26,2253,Peel,King Nursing Home,901,Bolton,86,0,0,<5
2020-04-26,3895,Toronto,Kipling Acres,M545,Etobicoke,337,36,11,6
2020-04-26,2270,York Region,Kristus Darzs Latvian Home,2997,Woodbridge,100,11,<5,<5
2020-04-26,3895,Toronto,Labdara Lithuanian Nursing Home,2860,Etobicoke,90,0,0,<5
2020-04-26,3895,Toronto,Lakeshore Lodge,M595,Etobicoke,150,40,9,17
2020-04-26,2242,Lambton,Lambton Meadowview Villa,M547,Petrolia,125,0,0,<5
2020-04-26,2265,Waterloo,Lanark Heights Long Term Care Centre,2917,Kitchener,160,8,<5,5
2020-04-26,2270,York Region,Mackenzie Health Long Term Care Facility,2825,Richmond Hill,168,0,0,0
2020-04-26,2270,York Region,MacKenzie Place,2611,Newmarket,93,47,6,18
2020-04-26,2251,Ottawa,Madonna Care Community,2974,Orleans,160,38,14,18
2020-04-26,3895,Toronto,Main Street Terrace,2589,Toronto,150,<5,0,0
2020-04-26,2253,Peel,Malton Village Long Term Care Centre,M618,Mississauga,160,<5,0,<5
2020-04-26,2251,Ottawa,Manoir Marochel,2867,Ottawa,64,10,<5,6
2020-04-26,2233,Grey-Bruce,Maple View,2690,Owen Sound,29,22,0,6
2020-04-26,2270,York Region,Markhaven,2924,Markham,96,10,15,21
2020-04-26,3895,Toronto,Maynard Nursing Home,2211,Toronto,77,<5,0,<5
2020-04-26,3895,Toronto,McCall Centre Long Term Care Interim Unit,7086,Etobicoke,21,0,0,<5
2020-04-26,2244,Middlesex-London,Meadow Park (London),2643,London,126,6,0,0
2020-04-26,3895,Toronto,Midland Gardens Care Community,2789,Scarborough,299,<5,<5,<5
2020-04-26,2238,Hastings Prince Edward,Moira Place Long-Term Care Home,2977,Tweed,128,0,0,<5
2020-04-26,3895,Toronto,Mon Sheong Home for the Aged,3002,Toronto,105,27,25,16
2020-04-26,2251,Ottawa,Montfort,2886,Ottawa,128,46,12,16
2020-04-26,2236,Halton,Northridge,2862,Oakville,133,<5,0,0
2020-04-26,3895,Toronto,Norwood Nursing Home,2201,Toronto,60,<5,0,<5
2020-04-26,2230,Durham,Orchard Villa,2693,Pickering,233,144,48,60
2020-04-26,2260,Simcoe-Muskoka,Owen Hill Care Community,2584,Barrie,57,0,0,<5
2020-04-26,2253,Peel,Peel Manor,M562,Brampton,177,7,<5,0
2020-04-26,2265,Waterloo,peopleCare A.R. Goudie Kitchener,2990,Kitchener,80,12,<5,11
2020-04-26,2258,Eastern Ontario,Pinecrest (Plantagenet),2797,Plantagenet,60,8,0,<5
2020-04-26,2235,Haliburton Kawartha Pr,Pinecrest Nursing Home (Bobcaygeon),2731,Bobcaygeon,65,33,29,32
2020-04-26,2236,Halton,Post Inn Village,M620,Oakville,228,<5,0,<5
2020-04-26,3895,Toronto,Providence Healthcare,3006,Scarborough,288,13,<5,6
2020-04-26,2241,Kingston Frontenac L & A,Providence Manor,3005,Kingston,243,<5,0,0
2020-04-26,2230,Durham,ReachView Village,2635,Uxbridge,100,<5,0,0
2020-04-26,2258,Eastern Ontario,Residence Prescott et Russell,M567,Hawkesbury,146,0,0,<5
2020-04-26,2251,Ottawa,Residence Saint-Louis,3013,Ottawa,198,<5,0,<5
2020-04-26,2243,"Leeds,Grenville,Lanark",Rosebridge Manor,2671,Jasper,78,0,0,<5
2020-04-26,2246,Niagara,Royal Rose Place,3049,Welland,96,41,10,29
2020-04-26,2266,Wellington-Dufferin-Guelph,Royal Terrace,2767,Palmerston,67,<5,0,0
2020-04-26,3895,Toronto,Seven Oaks,M571,Scarborough,249,94,34,15
2020-04-26,2266,Wellington-Dufferin-Guelph,Shelburne Long Term Care Home,2762,Shelburne,60,17,5,5
2020-04-26,3895,Toronto,Shepherd Lodge,2782,Toronto,252,0,0,0
2020-04-26,3895,Toronto,Sherbourne Place,2754,Toronto,126,43,14,25
2020-04-26,2253,Peel,Sheridan Villa,M572,Mississauga,142,<5,<5,<5
2020-04-26,2253,Peel,Silverthorn Care Community,2956,Mississauga,160,0,0,<5
2020-04-26,2270,York Region,Southlake Residential Care Village,2955,Newmarket,224,0,0,<5
2020-04-26,3895,Toronto,St. Clair O'Connor Community Nursing Home,2719,East York,25,<5,8,7
2020-04-26,3895,Toronto,St. George Care Community,2594,Toronto,238,0,0,<5
2020-04-26,2255,Peterborough,St. Joseph's at Fleming,2935,Peterborough,200,<5,0,<5
2020-04-26,2227,Brant,St. Joseph's Lifecare Centre,2976,Brantford,205,0,0,<5
2020-04-26,2237,Hamilton,"St. Joseph's Villa, Dundas",2975,Dundas,425,<5,0,0
2020-04-26,2261,Sudbury,"St. Joseph's Villa, Sudbury",2913,Sudbury,128,<5,0,<5
2020-04-26,2243,"Leeds,Grenville,Lanark",Stoneridge Manor,2637,Carleton Place,60,50,5,13
2020-04-26,2268,Windsor-Essex,Sun Parlor Home for Senior Citizens,M579,Leamington,206,0,<5,0
2020-04-26,2253,Peel,Tall Pines Long Term Care Centre,M616,Brampton,160,0,0,<5
2020-04-26,2246,Niagara,The Henley House,2909,St. Catharines,160,<5,0,0
2020-04-26,3895,Toronto,The Jewish Home for the Aged,2824,North York,472,<5,<5,6
2020-04-26,3895,Toronto,The Kensington Gardens,2852,Toronto,350,22,<5,7
2020-04-26,3895,Toronto,The O'Neill Centre,2631,Toronto,162,<5,0,0
2020-04-26,2251,Ottawa,The Perley and Rideau Veterans' Health Centre,3025,Ottawa,450,5,<5,18
2020-04-26,2265,Waterloo,The Village at University Gates,3048,Waterloo,192,0,<5,<5
2020-04-26,2253,Peel,The Village of Erin Meadows,2881,Mississauga,180,43,9,21
2020-04-26,3895,Toronto,The Village of Humber Heights,2957,Etobicoke,192,9,<5,5
2020-04-26,2266,Wellington-Dufferin-Guelph,The Village of Riverside Glen,2915,Guelph,192,0,0,<5
2020-04-26,3895,Toronto,The Wexford,3021,Scarborough,166,<5,0,0
2020-04-26,2246,Niagara,The Woodlands of Sunset,M617,Welland,121,<5,0,0
2020-04-26,2265,Waterloo,Trinity Village Care Centre,2580,Kitchener,150,26,<5,25
2020-04-26,3895,Toronto,Ukrainian Canadian Care Centre,2809,Etobicoke,152,25,<5,<5
2020-04-26,3895,Toronto,Valleyview Residence,2954,North York,174,6,<5,7
2020-04-26,3895,Toronto,Villa Colombo Homes for the Aged,3020,Toronto,391,<5,0,<5
2020-04-26,2270,York Region,Villa Colombo Seniors Centre (Vaughan),2969,Vaughan,160,28,7,14
2020-04-26,2253,Peel,Villa Forum,2855,Mississauga,160,34,7,13
2020-04-26,2270,York Region,Villa Leonardo Gambin,2947,Woodbridge,168,30,10,7
2020-04-26,2242,Lambton,Vision Nursing Home,2659,Sarnia,146,0,0,<5
2020-04-26,3895,Toronto,Wellesley Central Place,2959,Toronto,150,30,11,20
2020-04-26,3895,Toronto,Wesburn Manor,M612,Etobicoke,192,<5,0,0
2020-04-26,3895,Toronto,West Park Long Term Care Centre,2848,Toronto,200,35,12,29
2020-04-26,3895,Toronto,Weston Terrace Care Community,2874,Toronto,224,8,<5,7
2020-04-26,2230,Durham,Winbourne Park,2871,Ajax,110,0,0,<5
2020-04-26,2260,Simcoe-Muskoka,Woods Park Care Centre,2821,Barrie,123,0,0,<5
2020-04-26,3895,Toronto,Yee Hong Centre - Scarborough McNicoll,2801,Scarborough,155,<5,0,<5
2020-04-27,2243,"Leeds,Grenville,Lanark",Almonte Country Haven,2692,Almonte,82,44,25,17
2020-04-27,3895,Toronto,Altamont Care Community,956,Scarborough,159,125,32,45
2020-04-27,2227,Brant,Anson Place Care Centre,2786,Hagersville,61,28,23,33
2020-04-27,2230,Durham,Bay Ridges,2895,Pickering,124,0,0,<5
2020-04-27,3895,Toronto,Belmont House,2985,Toronto,140,25,0,<5
2020-04-27,3895,Toronto,Bendale Acres,M504,Scarborough,302,0,0,<5
2020-04-27,2270,York Region,Bethany Lodge,2986,Markham,128,<5,<5,<5
2020-04-27,5183,Huron Perth,Blue Water Rest Home,2987,Zurich,65,<5,0,0
2020-04-27,2260,Simcoe-Muskoka,Bradford Valley Care Community,2905,Bradford,246,20,7,10
2020-04-27,2253,Peel,Burton Manor,2953,Brampton,128,24,<5,9
2020-04-27,2253,Peel,Camilla Care Community,2472,Mississauga,236,114,7,29
2020-04-27,2234,Haldimand-Norfolk,Caressant Care Courtland,2826,Courtland,55,0,0,<5
2020-04-27,2266,Wellington-Dufferin-Guelph,Caressant Care Fergus Nursing Home,2603,Fergus,87,0,0,0
2020-04-27,4913,South West,Caressant Care on Bonnie Place,2730,St Thomas,116,0,0,<5
2020-04-27,2251,Ottawa,Carlingview Manor,2420,Ottawa,303,32,<5,5
2020-04-27,2235,Haliburton Kawartha Pr,Case Manor Care Community,958,Bobcaygeon,96,6,0,6
2020-04-27,3895,Toronto,Castleview Wychwood Towers,M510,Toronto,456,0,0,<5
2020-04-27,3895,Toronto,Cedarvale Terrace,2591,Toronto,218,0,0,<5
2020-04-27,2258,Eastern Ontario,Centre d'Accueil Roger Seguin,2988,Clarence Creek,113,0,0,<5
2020-04-27,2270,York Region,Chartwell Aurora Long Term Care Residence,2630,Aurora,235,26,<5,5
2020-04-27,2230,Durham,Chartwell Ballycliffe Long Term Care Residence,2658,Ajax,100,39,22,27
2020-04-27,3895,Toronto,Chartwell Gibson Long Term Care Residence,2556,North York,202,30,8,6
2020-04-27,2270,York Region,Chartwell Pine Grove Long Term Care Residence,2808,Woodbridge,96,0,0,<5
2020-04-27,2236,Halton,Chartwell Waterford Long Term Care Residence,2908,Oakville,168,0,0,<5
2020-04-27,3895,Toronto,Chartwell Westbury Long Term Care Residence,2943,Etobicoke,187,48,12,19
2020-04-27,3895,Toronto,Chartwell White Eagle Long Term Care Residence,2583,Toronto,56,18,11,8
2020-04-27,2270,York Region,Chartwell Woodhaven Long Term Care Residence,2888,Markham,192,0,0,0
2020-04-27,2253,Peel,Cooksville Care Centre,2124,Mississauga,192,16,0,5
2020-04-27,3895,Toronto,Copernicus Lodge,2937,Toronto,228,0,0,<5
2020-04-27,2268,Windsor-Essex,Country Village Homes - Woodslee,2576,Woodslee,104,26,18,14
2020-04-27,3895,Toronto,Craiglee Nursing Home,2503,Scarborough,169,<5,0,<5
2020-04-27,3895,Toronto,Dom Lipa,2794,Etobicoke,66,<5,0,0
2020-04-27,3895,Toronto,Downsview Long Term Care Centre,1041,North York,252,42,<5,9
2020-04-27,2266,Wellington-Dufferin-Guelph,Dufferin Oaks,M516,Shelburne,160,<5,<5,5
2020-04-27,2237,Hamilton,Dundurn Place Care Centre,2739,Hamilton,201,<5,<5,<5
2020-04-27,2270,York Region,Eagle Terrace,2240,Newmarket,70,<5,<5,0
2020-04-27,2244,Middlesex-London,Earls Court Village,3047,London,128,<5,<5,7
2020-04-27,3895,Toronto,Eatonville Care Centre,2468,Etobicoke,247,143,37,66
2020-04-27,2251,Ottawa,Élisabeth-Bruyère Residence,2759,Ottawa,71,0,0,<5
2020-04-27,3895,Toronto,Elm Grove Living Centre,2515,Toronto,126,29,12,44
2020-04-27,2244,Middlesex-London,Elmwood Place,2662,London,90,<5,0,0
2020-04-27,2253,Peel,Erin Mills Lodge Nursing Home,2736,Mississauga,86,<5,<5,6
2020-04-27,3895,Toronto,Extendicare Bayview,2460,North York,205,62,7,10
2020-04-27,2253,Peel,Extendicare Brampton,2847,Brampton,150,6,0,<5
2020-04-27,3895,Toronto,Extendicare Guildwood,2164,Scarborough,169,<5,0,0
2020-04-27,2255,Peterborough,Extendicare Lakefield,2843,Lakefield,100,0,0,<5
2020-04-27,2251,Ottawa,Extendicare Laurier Manor,2665,Gloucester,242,36,<5,16
2020-04-27,3895,Toronto,Extendicare Rouge Valley,2883,Toronto,192,0,0,<5
2020-04-27,3895,Toronto,Extendicare Scarborough,2117,Scarborough,154,0,0,<5
2020-04-27,2251,Ottawa,Extendicare Starwood,2485,Nepean,192,0,0,5
2020-04-27,2230,Durham,Fairview Lodge,M522,Whitby,198,0,0,0
2020-04-27,2253,Peel,Faith Manor Nursing Home,2745,Brampton,120,<5,0,0
2020-04-27,2265,Waterloo,Forest Heights,2707,Kitchener,240,134,31,50
2020-04-27,2251,Ottawa,Garden Terrace,2882,Kanata,160,0,0,<5
2020-04-27,2234,Haldimand-Norfolk,Gardenview Long Term Care Home,2961,Townsend,64,0,0,<5
2020-04-27,2251,Ottawa,Garry J. Armstrong Home,M622,Ottawa,180,0,0,<5
2020-04-27,2233,Grey-Bruce,Gateway Haven Long Term Care Home,M526,Wiarton,100,0,0,<5
2020-04-27,2253,Peel,Grace Manor,2942,Brampton,120,49,<5,21
2020-04-27,5183,Huron Perth,Greenwood Court,3023,Stratford,45,<5,<5,7
2020-04-27,2236,Halton,Hampton Terrace Care Centre,2846,Burlington,101,0,0,<5
2020-04-27,3895,Toronto,Harold and Grace Baker Centre,2732,Toronto,120,23,10,17
2020-04-27,2238,Hastings Prince Edward,Hastings Manor Home for the Aged,M538,Belleville,253,10,0,<5
2020-04-27,3895,Toronto,Hawthorne Place Care Centre,2586,North York,269,5,0,7
2020-04-27,3895,Toronto,Hellenic Home - Scarborough,2941,Scarborough,128,36,7,17
2020-04-27,2244,Middlesex-London,Henley Place,3045,London,192,<5,0,0
2020-04-27,2237,Hamilton,Heritage Green Nursing Home,2776,Stoney Creek,167,9,<5,<5
2020-04-27,2268,Windsor-Essex,Heron Terrace Long Term Care Community,2898,Windsor,140,39,<5,15
2020-04-27,2230,Durham,Hillsdale Terraces,M630,Oshawa,200,29,13,13
2020-04-27,3895,Toronto,Humber Valley Terrace,2716,Etobicoke (Rexdale),158,6,0,0
2020-04-27,3895,Toronto,Ina Grafton Gage Home,3034,Scarborough,128,26,11,19
2020-04-27,2260,Simcoe-Muskoka,IOOF Seniors Home,2993,Barrie,182,0,0,<5
2020-04-27,3895,Toronto,Isabel and Arthur Meighen Manor,3031,Toronto,168,52,32,29
2020-04-27,2244,Middlesex-London,Kensington Village,2729,London,78,<5,5,<5
2020-04-27,3895,Toronto,Kipling Acres,M545,Etobicoke,337,36,11,6
2020-04-27,2270,York Region,Kristus Darzs Latvian Home,2997,Woodbridge,100,11,<5,<5
2020-04-27,3895,Toronto,Labdara Lithuanian Nursing Home,2860,Etobicoke,90,0,0,<5
2020-04-27,3895,Toronto,Lakeshore Lodge,M595,Etobicoke,150,40,9,17
2020-04-27,2242,Lambton,Lambton Meadowview Villa,M547,Petrolia,125,0,0,<5
2020-04-27,2265,Waterloo,Lanark Heights Long Term Care Centre,2917,Kitchener,160,8,<5,5
2020-04-27,2270,York Region,Mackenzie Health Long Term Care Facility,2825,Richmond Hill,168,0,0,0
2020-04-27,2270,York Region,MacKenzie Place,2611,Newmarket,93,47,6,18
2020-04-27,2251,Ottawa,Madonna Care Community,2974,Orleans,160,38,14,18
2020-04-27,3895,Toronto,Main Street Terrace,2589,Toronto,150,<5,0,0
2020-04-27,2253,Peel,Malton Village Long Term Care Centre,M618,Mississauga,160,<5,0,<5
2020-04-27,2251,Ottawa,Manoir Marochel,2867,Ottawa,64,10,<5,6
2020-04-27,2233,Grey-Bruce,Maple View,2690,Owen Sound,29,22,0,6
2020-04-27,2270,York Region,Markhaven,2924,Markham,96,10,15,21
2020-04-27,3895,Toronto,Maynard Nursing Home,2211,Toronto,77,<5,0,<5
2020-04-27,3895,Toronto,McCall Centre Long Term Care Interim Unit,7086,Etobicoke,21,0,0,<5
2020-04-27,2244,Middlesex-London,Meadow Park (London),2643,London,126,6,0,0
2020-04-27,3895,Toronto,Midland Gardens Care Community,2789,Scarborough,299,<5,<5,<5
2020-04-27,2238,Hastings Prince Edward,Moira Place Long-Term Care Home,2977,Tweed,128,0,0,<5
2020-04-27,3895,Toronto,Mon Sheong Home for the Aged,3002,Toronto,105,27,25,16
2020-04-27,2251,Ottawa,Montfort,2886,Ottawa,128,46,12,16
2020-04-27,2236,Halton,Northridge,2862,Oakville,133,<5,0,0
2020-04-27,3895,Toronto,Norwood Nursing Home,2201,Toronto,60,<5,0,<5
2020-04-27,2230,Durham,Orchard Villa,2693,Pickering,233,144,48,60
2020-04-27,2260,Simcoe-Muskoka,Owen Hill Care Community,2584,Barrie,57,0,0,<5
2020-04-27,2253,Peel,Peel Manor,M562,Brampton,177,7,<5,0
2020-04-27,2265,Waterloo,peopleCare A.R. Goudie Kitchener,2990,Kitchener,80,12,<5,11
2020-04-27,2258,Eastern Ontario,Pinecrest (Plantagenet),2797,Plantagenet,60,8,0,<5
2020-04-27,2235,Haliburton Kawartha Pr,Pinecrest Nursing Home (Bobcaygeon),2731,Bobcaygeon,65,33,29,32
2020-04-27,2261,Sudbury,Pioneer Manor,M566,Sudbury,433,<5,0,0
2020-04-27,2236,Halton,Post Inn Village,M620,Oakville,228,<5,0,<5
2020-04-27,3895,Toronto,Providence Healthcare,3006,Scarborough,288,13,<5,6
2020-04-27,2230,Durham,ReachView Village,2635,Uxbridge,100,<5,0,0
2020-04-27,2258,Eastern Ontario,Residence Prescott et Russell,M567,Hawkesbury,146,0,0,<5
2020-04-27,2251,Ottawa,Residence Saint-Louis,3013,Ottawa,198,<5,0,<5
2020-04-27,2246,Niagara,Royal Rose Place,3049,Welland,96,40,11,29
2020-04-27,2266,Wellington-Dufferin-Guelph,Royal Terrace,2767,Palmerston,67,<5,0,0
2020-04-27,3895,Toronto,Seven Oaks,M571,Scarborough,249,94,34,15
2020-04-27,2266,Wellington-Dufferin-Guelph,Shelburne Long Term Care Home,2762,Shelburne,60,17,5,5
2020-04-27,3895,Toronto,Shepherd Lodge,2782,Toronto,252,0,0,0
2020-04-27,3895,Toronto,Sherbourne Place,2754,Toronto,126,43,14,25
2020-04-27,2253,Peel,Sheridan Villa,M572,Mississauga,142,<5,<5,<5
2020-04-27,2253,Peel,Silverthorn Care Community,2956,Mississauga,160,0,0,<5
2020-04-27,2270,York Region,Southlake Residential Care Village,2955,Newmarket,224,0,0,<5
2020-04-27,3895,Toronto,St. Clair O'Connor Community Nursing Home,2719,East York,25,<5,8,7
2020-04-27,3895,Toronto,St. George Care Community,2594,Toronto,238,0,0,<5
2020-04-27,2255,Peterborough,St. Joseph's at Fleming,2935,Peterborough,200,<5,0,<5
2020-04-27,2227,Brant,St. Joseph's Lifecare Centre,2976,Brantford,205,0,0,<5
2020-04-27,2237,Hamilton,"St. Joseph's Villa, Dundas",2975,Dundas,425,<5,0,0
2020-04-27,2261,Sudbury,"St. Joseph's Villa, Sudbury",2913,Sudbury,128,<5,0,<5
2020-04-27,2243,"Leeds,Grenville,Lanark",Stoneridge Manor,2637,Carleton Place,60,51,6,12
2020-04-27,2266,Wellington-Dufferin-Guelph,Strathcona Long Term Care,3051,Mount Forest,87,0,0,<5
2020-04-27,2268,Windsor-Essex,Sun Parlor Home for Senior Citizens,M579,Leamington,206,0,<5,0
2020-04-27,2253,Peel,Tall Pines Long Term Care Centre,M616,Brampton,160,0,0,<5
2020-04-27,2227,Brant,Telfer Place,2742,Paris,45,<5,0,0
2020-04-27,2246,Niagara,The Henley House,2909,St. Catharines,160,<5,0,0
2020-04-27,3895,Toronto,The Jewish Home for the Aged,2824,North York,472,<5,<5,6
2020-04-27,3895,Toronto,The Kensington Gardens,2852,Toronto,350,22,<5,7
2020-04-27,3895,Toronto,The O'Neill Centre,2631,Toronto,162,<5,0,0
2020-04-27,2251,Ottawa,The Perley and Rideau Veterans' Health Centre,3025,Ottawa,450,6,<5,18
